1560953593.821207 server started (83070): version 2.7, socket /private/tmp/tmux-501/default, protocol 8
1560953593.821255 on Darwin 18.6.0 Darwin Kernel Version 18.6.0: Thu Apr 25 23:16:27 PDT 2019; root:xnu-4903.261.4~2/RELEASE_X86_64; libevent 2.1.8-stable (select)
1560953593.823064 add peer 0x108201000: 9 (0x7f9ccb003800)
1560953593.823102 new client 0x7f9ccb003800
1560953593.823193 loading /usr/local/etc/tmux.conf
1560953593.823214 loading /Users/james/.tmux.conf
1560953593.823482 /Users/james/.tmux.conf: source-file "${HOME}/configs/.tmux.conf"
1560953593.823519 /Users/james/.tmux.conf: source-file "${HOME}/.tmux-themepack/powerline/block/cyan.tmuxtheme"
1560953593.823559 server loop enter
1560953600.847050 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953600.847064 screen_write_stop: 70 cells (70 written, 0 skipped)
1560953600.847098 /dev/ttys007: \033[?25l
1560953600.847132 /dev/ttys007: \033[80;1H
1560953600.847149 /dev/ttys007: \033[38;5;232m
1560953600.847160 /dev/ttys007: \033[48;5;39m
1560953600.847170 /dev/ttys007: \033[1m
1560953600.847181 /dev/ttys007:  0 
1560953600.847192 /dev/ttys007: \033(B\033[m
1560953600.847204 /dev/ttys007: \033[38;5;39m
1560953600.847272 /dev/ttys007: \033[48;5;240m
1560953600.847295 /dev/ttys007: \356\202\260
1560953600.847311 /dev/ttys007: \033[38;5;233m
1560953600.847323 /dev/ttys007:  james 
1560953600.847336 /dev/ttys007: \033[38;5;240m
1560953600.847348 /dev/ttys007: \033[48;5;235m
1560953600.847359 /dev/ttys007: \356\202\260 0:0 
1560953600.847370 /dev/ttys007: \033[38;5;235m
1560953600.847382 /dev/ttys007: \033[48;5;233m
1560953600.847393 /dev/ttys007: \356\202\260
1560953600.847409 /dev/ttys007: \033[38;5;240m
1560953600.847420 /dev/ttys007:                                                                                                 
1560953600.847428 /dev/ttys007: \033[38;5;232m
1560953600.847435 /dev/ttys007: \033[48;5;39m
1560953600.847441 /dev/ttys007:  0:zsh* 
1560953600.847451 /dev/ttys007: \033[38;5;240m
1560953600.847461 /dev/ttys007: \033[48;5;233m
1560953600.847469 /dev/ttys007:                                                                                                 
1560953600.847476 /dev/ttys007: \033[38;5;235m
1560953600.847482 /dev/ttys007: \356\202\262
1560953600.847490 /dev/ttys007: \033[38;5;240m
1560953600.847497 /dev/ttys007: \033[48;5;235m
1560953600.847503 /dev/ttys007:  10:13:20 \356\202\262
1560953600.847520 /dev/ttys007: \033[38;5;233m
1560953600.847529 /dev/ttys007: \033[48;5;240m
1560953600.847536 /dev/ttys007:  19-Jun-19 
1560953600.847543 /dev/ttys007: \033[38;5;245m
1560953600.847549 /dev/ttys007: \356\202\262
1560953600.847557 /dev/ttys007: \033[38;5;232m
1560953600.847564 /dev/ttys007: \033[48;5;245m
1560953600.847571 /dev/ttys007: \033[1m
1560953600.847577 /dev/ttys007:  Jamess-MacBook-Pro-2.local
1560953600.847584 /dev/ttys007:  
1560953600.847591 /dev/ttys007: \033(B\033[m
1560953600.847599 /dev/ttys007: \033[4;52H
1560953600.847607 /dev/ttys007: \033[?12l\033[?25h
1560953600.847615 @0 active pane not changed
1560953600.847674 /dev/ttys007: wrote 573 bytes (of 573)
1560953600.847690 job write 0x7f9ccaf0ae00: whoami, pid 83742, output left 0
1560953600.847703 cmdq_next <global>: empty
1560953600.847723 cmdq_next <0x7f9ccb003800>: empty
1560953600.847737 @0 active pane not changed
1560953600.855215 format_job_update: 0x7f9ccaf0b410 whoami: james
1560953600.855240 cmdq_next <global>: empty
1560953600.855264 cmdq_next <0x7f9ccb003800>: empty
1560953600.855276 @0 active pane not changed
1560953600.855354 job error 0x7f9ccaf0ae00: whoami, pid 83742
1560953600.855364 cmdq_next <global>: empty
1560953600.855371 cmdq_next <0x7f9ccb003800>: empty
1560953600.855378 @0 active pane not changed
1560953600.855565 server_signal: Child exited: 20
1560953600.855581 job died 0x7f9ccaf0ae00: whoami, pid 83742
1560953600.855589 format_job_complete: 0x7f9ccaf0b410 whoami: 
1560953600.855596 free job 0x7f9ccaf0ae00: whoami
1560953600.855709 cmdq_next <global>: empty
1560953600.855716 cmdq_next <0x7f9ccb003800>: empty
1560953600.855725 screen_write_start: size 270x1, no pane
1560953600.855742 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953600.855746 screen_write_stop: 270 cells (270 written, 0 skipped)
1560953600.855991 format 'whoami' -> 'whoami'
1560953600.855999 format 'james' -> 'james'
1560953600.856011 format '#[fg=colour232,bg=colour39,bold] #S #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] #(whoami) #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] #I:#P #[fg=colour235,bg=colour233,nobold]\356\202\260' -> '#[fg=colour232,bg=colour39,bold] 0 #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] james #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] 0:0 #[fg=colour235,bg=colour233,nobold]\356\202\260'
1560953600.856040 unref client 0x7f9ccb003800 (2 references)
1560953600.856253 format '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:20 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] #H ' -> '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:20 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] Jamess-MacBook-Pro-2.local '
1560953600.856283 unref client 0x7f9ccb003800 (2 references)
1560953600.856483 format ' #I:#W#F ' -> ' 0:zsh* '
1560953600.856512 unref client 0x7f9ccb003800 (2 references)
1560953600.856519 screen_write_start: size 8x1, no pane
1560953600.856526 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953600.856530 screen_write_stop: 8 cells (8 written, 0 skipped)
1560953600.856534 screen_write_start: size 270x1, no pane
1560953600.856552 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953600.856557 screen_write_stop: 70 cells (70 written, 0 skipped)
1560953600.856568 @0 active pane not changed
1560953601.207590 /dev/ttys007: read 1 bytes (already 0)
1560953601.207626 /dev/ttys007: keys are 1 (w)
1560953601.207635 /dev/ttys007: next key is 1 (w) (expired=0)
1560953601.207643 /dev/ttys007: complete key w 0x77
1560953601.207654 session 0 activity 1560953601.207651 (last 1560953600.067153)
1560953601.207664 cmd_find_from_session: s=$0
1560953601.207672 cmd_find_from_session: wl=0 1 w=@0 zsh
1560953601.207678 cmd_find_from_session: wp=%0
1560953601.207685 cmd_find_from_session: idx=none
1560953601.207692 session 0 not pasting
1560953601.207701 key table root (pane %0)
1560953601.207708 not found in key table root
1560953601.207717 writing key 0x77 (w) to %0
1560953601.207727 cmdq_next <global>: empty
1560953601.207735 cmdq_next <0x7f9ccb003800>: empty
1560953601.207745 @0 active pane not changed
1560953601.207779 cmdq_next <global>: empty
1560953601.207787 cmdq_next <0x7f9ccb003800>: empty
1560953601.207795 @0 active pane not changed
1560953601.208049 %0 has 1 bytes
1560953601.208081 @0 alerts timer reset 0
1560953601.208089 screen_write_start: size 270x79, pane %0
1560953601.208096 input_parse: %0 ground, 1 bytes: w
1560953601.208102 screen_write_collect_end: 1 w (at 51,3)
1560953601.208118 /dev/ttys007: \033[38;5;255m
1560953601.208126 /dev/ttys007: \033[40m
1560953601.208131 /dev/ttys007: w
1560953601.208137 screen_write_collect_flush: flushed 1 items (1 bytes)
1560953601.208143 screen_write_stop: 1 cells (1 written, 0 skipped)
1560953601.208150 cmdq_next <global>: empty
1560953601.208156 cmdq_next <0x7f9ccb003800>: empty
1560953601.208162 /dev/ttys007: \033(B\033[m
1560953601.208168 @0 active pane changed
1560953601.208236 format '#{pane_current_command}' -> 'zsh'
1560953601.208245 format '' -> ''
1560953601.208252 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> 'zsh'
1560953601.208276 @0 name not changed (still zsh)
1560953601.208302 /dev/ttys007: wrote 23 bytes (of 23)
1560953601.208308 cmdq_next <global>: empty
1560953601.208314 cmdq_next <0x7f9ccb003800>: empty
1560953601.208320 @0 active pane not changed
1560953601.266578 /dev/ttys007: read 1 bytes (already 0)
1560953601.266625 /dev/ttys007: keys are 1 (i)
1560953601.266638 /dev/ttys007: next key is 1 (i) (expired=0)
1560953601.266649 /dev/ttys007: complete key i 0x69
1560953601.266662 session 0 activity 1560953601.266658 (last 1560953601.207651)
1560953601.266673 cmd_find_from_session: s=$0
1560953601.266683 cmd_find_from_session: wl=0 1 w=@0 zsh
1560953601.266691 cmd_find_from_session: wp=%0
1560953601.266699 cmd_find_from_session: idx=none
1560953601.266707 session 0 not pasting
1560953601.266718 key table root (pane %0)
1560953601.266727 not found in key table root
1560953601.266737 writing key 0x69 (i) to %0
1560953601.266750 cmdq_next <global>: empty
1560953601.266760 cmdq_next <0x7f9ccb003800>: empty
1560953601.266772 @0 active pane not changed
1560953601.266809 cmdq_next <global>: empty
1560953601.266821 cmdq_next <0x7f9ccb003800>: empty
1560953601.266831 @0 active pane not changed
1560953601.267056 %0 has 1 bytes
1560953601.267073 @0 alerts timer reset 0
1560953601.267159 screen_write_start: size 270x79, pane %0
1560953601.267173 input_parse: %0 ground, 1 bytes: i
1560953601.267195 screen_write_collect_end: 1 i (at 52,3)
1560953601.267245 /dev/ttys007: \033[38;5;255m
1560953601.267267 /dev/ttys007: \033[40m
1560953601.267277 /dev/ttys007: i
1560953601.267287 screen_write_collect_flush: flushed 1 items (1 bytes)
1560953601.267297 screen_write_stop: 1 cells (1 written, 0 skipped)
1560953601.267310 cmdq_next <global>: empty
1560953601.267321 cmdq_next <0x7f9ccb003800>: empty
1560953601.267331 /dev/ttys007: \033(B\033[m
1560953601.267338 @0 active pane changed
1560953601.267346 @0 name timer queued (440828 left)
1560953601.267379 /dev/ttys007: wrote 23 bytes (of 23)
1560953601.267390 cmdq_next <global>: empty
1560953601.267399 cmdq_next <0x7f9ccb003800>: empty
1560953601.267408 @0 active pane changed
1560953601.267416 @0 name timer already queued (440758 left)
1560953601.432035 /dev/ttys007: read 1 bytes (already 0)
1560953601.432067 /dev/ttys007: keys are 1 (n)
1560953601.432074 /dev/ttys007: next key is 1 (n) (expired=0)
1560953601.432081 /dev/ttys007: complete key n 0x6e
1560953601.432089 session 0 activity 1560953601.432086 (last 1560953601.266658)
1560953601.432096 cmd_find_from_session: s=$0
1560953601.432102 cmd_find_from_session: wl=0 1 w=@0 zsh
1560953601.432107 cmd_find_from_session: wp=%0
1560953601.432112 cmd_find_from_session: idx=none
1560953601.432117 session 0 not pasting
1560953601.432124 key table root (pane %0)
1560953601.432130 not found in key table root
1560953601.432137 writing key 0x6e (n) to %0
1560953601.432145 cmdq_next <global>: empty
1560953601.432152 cmdq_next <0x7f9ccb003800>: empty
1560953601.432160 @0 active pane changed
1560953601.432165 @0 name timer already queued (276008 left)
1560953601.432196 cmdq_next <global>: empty
1560953601.432207 cmdq_next <0x7f9ccb003800>: empty
1560953601.432216 @0 active pane changed
1560953601.432222 @0 name timer already queued (275951 left)
1560953601.432394 %0 has 1 bytes
1560953601.432413 @0 alerts timer reset 0
1560953601.432422 screen_write_start: size 270x79, pane %0
1560953601.432428 input_parse: %0 ground, 1 bytes: n
1560953601.432435 screen_write_collect_end: 1 n (at 53,3)
1560953601.432446 /dev/ttys007: \033[38;5;255m
1560953601.432454 /dev/ttys007: \033[40m
1560953601.432459 /dev/ttys007: n
1560953601.432465 screen_write_collect_flush: flushed 1 items (1 bytes)
1560953601.432470 screen_write_stop: 1 cells (1 written, 0 skipped)
1560953601.432477 cmdq_next <global>: empty
1560953601.432483 cmdq_next <0x7f9ccb003800>: empty
1560953601.432489 /dev/ttys007: \033(B\033[m
1560953601.432495 @0 active pane changed
1560953601.432500 @0 name timer already queued (275673 left)
1560953601.432524 /dev/ttys007: wrote 23 bytes (of 23)
1560953601.432530 cmdq_next <global>: empty
1560953601.432535 cmdq_next <0x7f9ccb003800>: empty
1560953601.432541 @0 active pane changed
1560953601.432547 @0 name timer already queued (275626 left)
1560953601.709021 @0 name timer expired
1560953601.709062 cmdq_next <global>: empty
1560953601.709074 cmdq_next <0x7f9ccb003800>: empty
1560953601.709087 @0 active pane changed
1560953601.709197 format '#{pane_current_command}' -> 'zsh'
1560953601.709218 format '' -> ''
1560953601.709229 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> 'zsh'
1560953601.709262 @0 name not changed (still zsh)
1560953601.716382 /dev/ttys007: read 1 bytes (already 0)
1560953601.716409 /dev/ttys007: keys are 1 (o)
1560953601.716416 /dev/ttys007: next key is 1 (o) (expired=0)
1560953601.716422 /dev/ttys007: complete key o 0x6f
1560953601.716430 session 0 activity 1560953601.716428 (last 1560953601.432086)
1560953601.716437 cmd_find_from_session: s=$0
1560953601.716443 cmd_find_from_session: wl=0 1 w=@0 zsh
1560953601.716448 cmd_find_from_session: wp=%0
1560953601.716453 cmd_find_from_session: idx=none
1560953601.716461 session 0 not pasting
1560953601.716470 key table root (pane %0)
1560953601.716479 not found in key table root
1560953601.716489 writing key 0x6f (o) to %0
1560953601.716500 cmdq_next <global>: empty
1560953601.716506 cmdq_next <0x7f9ccb003800>: empty
1560953601.716513 @0 active pane not changed
1560953601.716539 cmdq_next <global>: empty
1560953601.716549 cmdq_next <0x7f9ccb003800>: empty
1560953601.716557 @0 active pane not changed
1560953601.716728 %0 has 1 bytes
1560953601.716741 @0 alerts timer reset 0
1560953601.716748 screen_write_start: size 270x79, pane %0
1560953601.716755 input_parse: %0 ground, 1 bytes: o
1560953601.716761 screen_write_collect_end: 1 o (at 54,3)
1560953601.716772 /dev/ttys007: \033[38;5;255m
1560953601.716779 /dev/ttys007: \033[40m
1560953601.716784 /dev/ttys007: o
1560953601.716790 screen_write_collect_flush: flushed 1 items (1 bytes)
1560953601.716796 screen_write_stop: 1 cells (1 written, 0 skipped)
1560953601.716802 cmdq_next <global>: empty
1560953601.716808 cmdq_next <0x7f9ccb003800>: empty
1560953601.716814 /dev/ttys007: \033(B\033[m
1560953601.716819 @0 active pane changed
1560953601.716824 @0 name timer queued (492273 left)
1560953601.716869 /dev/ttys007: wrote 23 bytes (of 23)
1560953601.716878 cmdq_next <global>: empty
1560953601.716885 cmdq_next <0x7f9ccb003800>: empty
1560953601.716893 @0 active pane changed
1560953601.716900 @0 name timer already queued (492197 left)
1560953601.836024 /dev/ttys007: read 1 bytes (already 0)
1560953601.836050 /dev/ttys007: keys are 1 (w)
1560953601.836056 /dev/ttys007: next key is 1 (w) (expired=0)
1560953601.836064 /dev/ttys007: complete key w 0x77
1560953601.836073 session 0 activity 1560953601.836070 (last 1560953601.716428)
1560953601.836081 cmd_find_from_session: s=$0
1560953601.836096 cmd_find_from_session: wl=0 1 w=@0 zsh
1560953601.836103 cmd_find_from_session: wp=%0
1560953601.836109 cmd_find_from_session: idx=none
1560953601.836115 session 0 not pasting
1560953601.836122 key table root (pane %0)
1560953601.836129 not found in key table root
1560953601.836137 writing key 0x77 (w) to %0
1560953601.836147 cmdq_next <global>: empty
1560953601.836155 cmdq_next <0x7f9ccb003800>: empty
1560953601.836165 @0 active pane changed
1560953601.836173 @0 name timer already queued (372925 left)
1560953601.836200 cmdq_next <global>: empty
1560953601.836256 cmdq_next <0x7f9ccb003800>: empty
1560953601.836289 @0 active pane changed
1560953601.836297 @0 name timer already queued (372800 left)
1560953601.836550 %0 has 1 bytes
1560953601.836563 @0 alerts timer reset 0
1560953601.836572 screen_write_start: size 270x79, pane %0
1560953601.836580 input_parse: %0 ground, 1 bytes: w
1560953601.836587 screen_write_collect_end: 1 w (at 55,3)
1560953601.836600 /dev/ttys007: \033[38;5;255m
1560953601.836619 /dev/ttys007: \033[40m
1560953601.836635 /dev/ttys007: w
1560953601.836645 screen_write_collect_flush: flushed 1 items (1 bytes)
1560953601.836657 screen_write_stop: 1 cells (1 written, 0 skipped)
1560953601.836666 cmdq_next <global>: empty
1560953601.836671 cmdq_next <0x7f9ccb003800>: empty
1560953601.836719 /dev/ttys007: \033(B\033[m
1560953601.836725 @0 active pane changed
1560953601.836729 @0 name timer already queued (372368 left)
1560953601.836775 /dev/ttys007: wrote 23 bytes (of 23)
1560953601.836788 cmdq_next <global>: empty
1560953601.836795 cmdq_next <0x7f9ccb003800>: empty
1560953601.836802 @0 active pane changed
1560953601.836808 @0 name timer already queued (372289 left)
1560953601.844649 client 0x7f9ccb003800, status interval 1
1560953601.844681 cmdq_next <global>: empty
1560953601.844690 cmdq_next <0x7f9ccb003800>: empty
1560953601.844703 screen_write_start: size 270x1, no pane
1560953601.844728 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953601.844735 screen_write_stop: 270 cells (270 written, 0 skipped)
1560953601.845120 format 'whoami' -> 'whoami'
1560953601.845599 run job 0x7f9ccae09d70: whoami, pid 83743
1560953601.845647 format 'james' -> 'james'
1560953601.845686 format '#[fg=colour232,bg=colour39,bold] #S #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] #(whoami) #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] #I:#P #[fg=colour235,bg=colour233,nobold]\356\202\260' -> '#[fg=colour232,bg=colour39,bold] 0 #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] james #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] 0:0 #[fg=colour235,bg=colour233,nobold]\356\202\260'
1560953601.845816 unref client 0x7f9ccb003800 (2 references)
1560953601.846404 format '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:21 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] #H ' -> '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:21 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] Jamess-MacBook-Pro-2.local '
1560953601.846450 unref client 0x7f9ccb003800 (2 references)
1560953601.846722 format ' #I:#W#F ' -> ' 0:zsh* '
1560953601.846761 unref client 0x7f9ccb003800 (2 references)
1560953601.846774 screen_write_start: size 8x1, no pane
1560953601.846783 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953601.846788 screen_write_stop: 8 cells (8 written, 0 skipped)
1560953601.846794 screen_write_start: size 270x1, no pane
1560953601.846828 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953601.846836 screen_write_stop: 70 cells (70 written, 0 skipped)
1560953601.846850 /dev/ttys007: \033[?25l
1560953601.846870 /dev/ttys007: \033[80;1H
1560953601.846879 /dev/ttys007: \033[38;5;232m
1560953601.846886 /dev/ttys007: \033[48;5;39m
1560953601.846891 /dev/ttys007: \033[1m
1560953601.846896 /dev/ttys007:  0 
1560953601.846901 /dev/ttys007: \033(B\033[m
1560953601.846907 /dev/ttys007: \033[38;5;39m
1560953601.846913 /dev/ttys007: \033[48;5;240m
1560953601.846917 /dev/ttys007: \356\202\260
1560953601.846923 /dev/ttys007: \033[38;5;233m
1560953601.846928 /dev/ttys007:  james 
1560953601.846934 /dev/ttys007: \033[38;5;240m
1560953601.846940 /dev/ttys007: \033[48;5;235m
1560953601.846945 /dev/ttys007: \356\202\260 0:0 
1560953601.846950 /dev/ttys007: \033[38;5;235m
1560953601.846956 /dev/ttys007: \033[48;5;233m
1560953601.846961 /dev/ttys007: \356\202\260
1560953601.846968 /dev/ttys007: \033[38;5;240m
1560953601.846974 /dev/ttys007:                                                                                                 
1560953601.846980 /dev/ttys007: \033[38;5;232m
1560953601.846985 /dev/ttys007: \033[48;5;39m
1560953601.846990 /dev/ttys007:  0:zsh* 
1560953601.846998 /dev/ttys007: \033[38;5;240m
1560953601.847003 /dev/ttys007: \033[48;5;233m
1560953601.847009 /dev/ttys007:                                                                                                 
1560953601.847014 /dev/ttys007: \033[38;5;235m
1560953601.847019 /dev/ttys007: \356\202\262
1560953601.847025 /dev/ttys007: \033[38;5;240m
1560953601.847030 /dev/ttys007: \033[48;5;235m
1560953601.847035 /dev/ttys007:  10:13:21 \356\202\262
1560953601.847041 /dev/ttys007: \033[38;5;233m
1560953601.847047 /dev/ttys007: \033[48;5;240m
1560953601.847052 /dev/ttys007:  19-Jun-19 
1560953601.847057 /dev/ttys007: \033[38;5;245m
1560953601.847062 /dev/ttys007: \356\202\262
1560953601.847068 /dev/ttys007: \033[38;5;232m
1560953601.847073 /dev/ttys007: \033[48;5;245m
1560953601.847078 /dev/ttys007: \033[1m
1560953601.847083 /dev/ttys007:  Jamess-MacBook-Pro-2.local
1560953601.847089 /dev/ttys007:  
1560953601.847094 /dev/ttys007: \033(B\033[m
1560953601.847100 /dev/ttys007: \033[4;57H
1560953601.847105 /dev/ttys007: \033[?12l\033[?25h
1560953601.847111 @0 active pane changed
1560953601.847117 @0 name timer already queued (361981 left)
1560953601.847154 job write 0x7f9ccae09d70: whoami, pid 83743, output left 0
1560953601.847181 /dev/ttys007: wrote 573 bytes (of 573)
1560953601.847191 cmdq_next <global>: empty
1560953601.847206 cmdq_next <0x7f9ccb003800>: empty
1560953601.847216 @0 active pane changed
1560953601.847223 @0 name timer already queued (361875 left)
1560953601.854161 format_job_update: 0x7f9ccaf0b410 whoami: james
1560953601.854195 cmdq_next <global>: empty
1560953601.854207 cmdq_next <0x7f9ccb003800>: empty
1560953601.854217 @0 active pane changed
1560953601.854225 @0 name timer already queued (354873 left)
1560953601.854340 job error 0x7f9ccae09d70: whoami, pid 83743
1560953601.854352 cmdq_next <global>: empty
1560953601.854357 cmdq_next <0x7f9ccb003800>: empty
1560953601.854363 @0 active pane changed
1560953601.854367 @0 name timer already queued (354730 left)
1560953601.854516 server_signal: Child exited: 20
1560953601.854536 job died 0x7f9ccae09d70: whoami, pid 83743
1560953601.854543 format_job_complete: 0x7f9ccaf0b410 whoami: 
1560953601.854547 free job 0x7f9ccae09d70: whoami
1560953601.854655 cmdq_next <global>: empty
1560953601.854662 cmdq_next <0x7f9ccb003800>: empty
1560953601.854669 screen_write_start: size 270x1, no pane
1560953601.854686 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953601.854691 screen_write_stop: 270 cells (270 written, 0 skipped)
1560953601.854940 format 'whoami' -> 'whoami'
1560953601.854949 format 'james' -> 'james'
1560953601.854961 format '#[fg=colour232,bg=colour39,bold] #S #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] #(whoami) #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] #I:#P #[fg=colour235,bg=colour233,nobold]\356\202\260' -> '#[fg=colour232,bg=colour39,bold] 0 #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] james #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] 0:0 #[fg=colour235,bg=colour233,nobold]\356\202\260'
1560953601.854990 unref client 0x7f9ccb003800 (2 references)
1560953601.855200 format '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:21 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] #H ' -> '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:21 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] Jamess-MacBook-Pro-2.local '
1560953601.855230 unref client 0x7f9ccb003800 (2 references)
1560953601.855429 format ' #I:#W#F ' -> ' 0:zsh* '
1560953601.855458 unref client 0x7f9ccb003800 (2 references)
1560953601.855466 screen_write_start: size 8x1, no pane
1560953601.855473 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953601.855477 screen_write_stop: 8 cells (8 written, 0 skipped)
1560953601.855482 screen_write_start: size 270x1, no pane
1560953601.855499 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953601.855504 screen_write_stop: 70 cells (70 written, 0 skipped)
1560953601.855515 @0 active pane changed
1560953601.855519 @0 name timer already queued (353578 left)
1560953602.001727 /dev/ttys007: read 1 bytes (already 0)
1560953602.001757 /dev/ttys007: keys are 1 (\177)
1560953602.001765 /dev/ttys007: next key is 1 (\177) (expired=0)
1560953602.001771 /dev/ttys007: complete key \177 0x7f
1560953602.001779 session 0 activity 1560953602.001777 (last 1560953601.836070)
1560953602.001787 cmd_find_from_session: s=$0
1560953602.001793 cmd_find_from_session: wl=0 1 w=@0 zsh
1560953602.001798 cmd_find_from_session: wp=%0
1560953602.001803 cmd_find_from_session: idx=none
1560953602.001809 session 0 not pasting
1560953602.001815 key table root (pane %0)
1560953602.001821 not found in key table root
1560953602.001828 writing key 0x10000045 (BSpace) to %0
1560953602.001834 found key 0x10000045: "\177"
1560953602.001843 cmdq_next <global>: empty
1560953602.001849 cmdq_next <0x7f9ccb003800>: empty
1560953602.001856 @0 active pane changed
1560953602.001862 @0 name timer already queued (207235 left)
1560953602.001890 cmdq_next <global>: empty
1560953602.001900 cmdq_next <0x7f9ccb003800>: empty
1560953602.001907 @0 active pane changed
1560953602.001915 @0 name timer already queued (207183 left)
1560953602.001943 %0 has 3 bytes
1560953602.001952 @0 alerts timer reset 0
1560953602.001963 screen_write_start: size 270x79, pane %0
1560953602.001970 input_parse: %0 ground, 3 bytes: \b \b
1560953602.001975 input_c0_dispatch: '\b'
1560953602.001981 screen_write_collect_end: 1   (at 55,3)
1560953602.001987 input_c0_dispatch: '\b'
1560953602.001993 /dev/ttys007: \b
1560953602.002003 /dev/ttys007: \033[38;5;255m
1560953602.002010 /dev/ttys007: \033[40m
1560953602.002015 /dev/ttys007:  
1560953602.002021 screen_write_collect_flush: flushed 1 items (1 bytes)
1560953602.002026 screen_write_stop: 1 cells (1 written, 0 skipped)
1560953602.002033 cmdq_next <global>: empty
1560953602.002038 cmdq_next <0x7f9ccb003800>: empty
1560953602.002043 /dev/ttys007: \b
1560953602.002049 /dev/ttys007: \033(B\033[m
1560953602.002054 @0 active pane changed
1560953602.002059 @0 name timer already queued (207038 left)
1560953602.002083 /dev/ttys007: wrote 25 bytes (of 25)
1560953602.002092 cmdq_next <global>: empty
1560953602.002099 cmdq_next <0x7f9ccb003800>: empty
1560953602.002107 @0 active pane changed
1560953602.002117 @0 name timer already queued (206980 left)
1560953602.150003 /dev/ttys007: read 1 bytes (already 0)
1560953602.150038 /dev/ttys007: keys are 1 (\177)
1560953602.150048 /dev/ttys007: next key is 1 (\177) (expired=0)
1560953602.150053 /dev/ttys007: complete key \177 0x7f
1560953602.150060 session 0 activity 1560953602.150058 (last 1560953602.001777)
1560953602.150066 cmd_find_from_session: s=$0
1560953602.150071 cmd_find_from_session: wl=0 1 w=@0 zsh
1560953602.150075 cmd_find_from_session: wp=%0
1560953602.150078 cmd_find_from_session: idx=none
1560953602.150083 session 0 not pasting
1560953602.150088 key table root (pane %0)
1560953602.150093 not found in key table root
1560953602.150098 writing key 0x10000045 (BSpace) to %0
1560953602.150103 found key 0x10000045: "\177"
1560953602.150110 cmdq_next <global>: empty
1560953602.150114 cmdq_next <0x7f9ccb003800>: empty
1560953602.150121 @0 active pane changed
1560953602.150125 @0 name timer already queued (58972 left)
